date,yt_pred_mlp_8,yt_true,yt_pred_d1d13_ar13,yt_pred_stacked_mlp,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy
1965-06-01,4488.516014033371,4462,4428.269716313418,4281.381917532496,3929.5570175438593,4337.171804525502,4686.667955209753
1965-07-01,4743.348048292252,4594,5159.303705223094,4481.513252282016,4319.767543859648,4737.204371576083,5100.267336656577
1965-08-01,5058.293716551853,6481,5971.379865484803,4778.684273490578,5424.557017543859,5851.815879942307,6228.768684810644
1965-09-01,5309.064625131423,6345,5942.584694352912,5050.542413196852,4674.767543859648,5111.848452853357,5503.0141049351105
1965-10-01,5125.528767615356,5142,5245.124647457478,4857.925110834973,4205.7149122807,4652.617864850734,5058.319386503661
1965-11-01,4690.961191824304,4824,4800.60449984801,4431.771961870519,4026.1885964912276,4482.913589557182,4903.474003200505
1965-12-01,4420.5499587914455,4573,4601.677349065785,4206.089709741722,3787.662280701754,4254.209313620462,4689.951639236172
1966-01-01,4244.418913978327,4158,4564.127198606559,4089.329857720558,3610.8758771929815,4087.736051080232,4567.052612848814
1966-02-01,4071.904471084595,4140,4314.902644845188,3902.244039821997,3593.2442982456128,4080.908725288505,4576.085530628166
1966-03-01,4137.355734254575,4251,4516.756323819856,3948.141671367817,3729.928508771929,4228.397186835583,4739.7895591539045
1966-04-01,4478.250306770519,4734,4689.039323689931,4280.353412600476,3837.9811403508766,4347.254068579758,4875.217330004977
1966-05-01,4673.537972806118,4858,4737.3196016462025,4460.173004249397,3900.8758771929815,4420.953054847123,4965.842527391913
1966-06-01,4710.054854738728,4798,4728.008763301079,4451.897875796187,4055.3495614035082,4586.230986786748,5148.401993419971
1966-07-01,4959.920933877018,5080,5127.123344642403,4630.997576738003,4445.560087719297,4987.245758127382,5567.053622825997
1966-08-01,5341.994597546807,6905,6526.318903698091,5000.38318164489,5550.349561403507,6102.839470783659,6700.6395208731465
1966-09-01,5454.659626901843,5504,6673.277211892168,5146.0802019829225,4800.560087719297,5363.854247984761,5980.001792824578
1966-10-01,5122.699352745911,5457,4949.217420705092,4798.048667516635,4331.50745614035,4905.60586427219,5540.456228153974
1966-11-01,4948.512770941044,5198,4777.102185386804,4677.478469913071,4151.981140350877,4736.883793268691,5390.7923005455505
1966-12-01,4729.919052628777,4890,4907.60242833056,4495.835000612567,3913.4548245614023,4509.161721622024,5182.483694209827
